id,user_id,company_id,branch_id,booking_number,booking_status,booking_source,subtotal,discount_amount,tax_amount,fee_amount,total_amount,currency,payment_status,notes,cancelled_at,cancelled_by,cancellation_reason,created_at,updated_at,created_by,updated_by,deleted_at
516a9a24-c0f7-48a8-a318-b71841635670,38c3b73d-5884-4005-9e41-0acc635fefe1,33869224-fd18-42b2-b27c-ba6f984995b8,6f996f5c-9b87-401f-b8e3-3f3286a589f4,BK386842030063,confirmed,customer_web,50.00,0.00,4.00,0.00,54.00,USD,pending,,,,,2026-01-01 02:00:00,2026-01-04 14:58:04,38c3b73d-5884-4005-9e41-0acc635fefe1,,
b44f8f35-f602-4a0f-a206-018f698cd611,85c52e93-6b90-4941-a3d0-edce1649da44,b411647a-a044-4395-b9ce-21ba61d2dc49,b200245d-aec6-421e-83b7-9f2968e76d78,BK386842030064,confirmed,customer_app,45.00,0.00,3.60,0.00,48.60,USD,failed,,,,,2026-01-12 00:00:00,2026-01-04 14:58:04,85c52e93-6b90-4941-a3d0-edce1649da44,,
fa8d3e38-ce55-4d13-ab77-d9ccc8035de8,bc6bd127-3308-476a-80ed-112502e08028,33869224-fd18-42b2-b27c-ba6f984995b8,6f996f5c-9b87-401f-b8e3-3f3286a589f4,BK386842030065,cancelled,customer_web,50.00,5.00,4.00,0.00,49.00,USD,refunded,Customer requested cancellation,2025-12-19 05:00:00,bc6bd127-3308-476a-80ed-112502e08028,Customer request,2025-12-18 05:00:00,2026-01-04 14:58:04,bc6bd127-3308-476a-80ed-112502e08028,,
a2c4c3ff-e181-4d6c-94bb-f74ab41b91fb,275eb69c-8a74-4e48-b65f-c9cb96079958,33869224-fd18-42b2-b27c-ba6f984995b8,6f996f5c-9b87-401f-b8e3-3f3286a589f4,BK386842030066,confirmed,customer_app,60.00,0.00,4.80,0.00,64.80,USD,failed,,,,,2025-12-17 10:00:00,2026-01-04 14:58:04,275eb69c-8a74-4e48-b65f-c9cb96079958,,
3354e965-a56f-4bef-a63e-7c63c7f7742c,9ede05ba-e8ba-4e1c-a763-6eb938674bd4,b411647a-a044-4395-b9ce-21ba61d2dc49,b200245d-aec6-421e-83b7-9f2968e76d78,BK386842030067,cancelled,customer_web,60.00,0.00,4.80,0.00,64.80,USD,refunded,Customer requested cancellation,2025-12-13 10:00:00,9ede05ba-e8ba-4e1c-a763-6eb938674bd4,Customer request,2025-12-12 10:00:00,2026-01-04 14:58:04,9ede05ba-e8ba-4e1c-a763-6eb938674bd4,,
618e72e5-838c-4492-ad66-eacd9eb3a2fd,cd1f2aec-d0f8-4abb-b475-fe67cbd6d222,33869224-fd18-42b2-b27c-ba6f984995b8,6f996f5c-9b87-401f-b8e3-3f3286a589f4,BK386842030068,confirmed,customer_app,45.00,0.00,3.60,0.00,48.60,USD,succeeded,,,,,2025-12-10 01:00:00,2026-01-04 14:58:04,cd1f2aec-d0f8-4abb-b475-fe67cbd6d222,,
d3ee6682-dc07-42d9-b7e8-cd9138b23433,52efba3d-138f-4b14-b601-2b6af84884d7,38838bd5-9249-449c-8118-473dec2d5057,86cbbf39-d3e3-4bee-ada9-0fa567bf5987,BK386842030069,completed,admin_manual,60.00,0.00,4.80,0.00,64.80,USD,succeeded,,,,,2025-12-25 05:00:00,2026-01-04 14:58:04,52efba3d-138f-4b14-b601-2b6af84884d7,,
ece24447-befe-4ffa-b936-1abd5b1f1b0a,8603fcc5-9585-4977-9eb7-11aefeddd7f8,b411647a-a044-4395-b9ce-21ba61d2dc49,32854e5d-bab8-41b7-9b33-13bcf30260cf,BK386842030070,completed,customer_app,45.00,0.00,3.60,0.00,48.60,USD,pending,,,,,2025-12-09 08:00:00,2026-01-04 14:58:04,8603fcc5-9585-4977-9eb7-11aefeddd7f8,,
1fdc6ddc-aadf-4274-a796-194d7c56b2a9,27d56a5c-fb1a-492f-9d4a-8d294aa77209,b411647a-a044-4395-b9ce-21ba61d2dc49,0c0c761a-4d95-4133-937b-ebc79f524919,BK386842030071,cancelled,admin_manual,52.50,5.25,4.20,0.00,51.45,USD,refunded,Customer requested cancellation,2026-02-04 00:00:00,27d56a5c-fb1a-492f-9d4a-8d294aa77209,Customer request,2026-02-03 00:00:00,2026-01-04 14:58:04,27d56a5c-fb1a-492f-9d4a-8d294aa77209,,
d72e2e8d-96b5-4b1e-b1c1-ac9cffc3424b,7b6069ec-5dad-4166-8a29-6d773bffd2cb,b411647a-a044-4395-b9ce-21ba61d2dc49,32854e5d-bab8-41b7-9b33-13bcf30260cf,BK386842030072,cancelled,customer_web,45.00,0.00,3.60,0.00,48.60,USD,refunded,Customer requested cancellation,2026-02-20 01:00:00,7b6069ec-5dad-4166-8a29-6d773bffd2cb,Customer request,2026-02-19 01:00:00,2026-01-04 14:58:04,7b6069ec-5dad-4166-8a29-6d773bffd2cb,,
5743fb33-0be8-4a7b-911b-059d5bb16d69,7d574358-e456-4bc0-bd6e-737a4e660a59,9cbcfedf-4455-4cfb-b412-d19cefd851ca,807b3d73-be68-42e0-9062-4d4cc0d226f4,BK386842030073,pending,admin_manual,52.50,5.25,4.20,0.00,51.45,USD,failed,,,,,2025-12-08 08:00:00,2026-01-04 14:58:04,7d574358-e456-4bc0-bd6e-737a4e660a59,,
c48ac08f-f527-45b0-b5ee-473231967827,85611826-d88a-4abf-8a9f-807d603e3342,8463e550-2cb3-41a1-86f4-17ae589e073a,9482d0c5-1d4c-4189-8c98-45deba4320da,BK386842030074,cancelled,customer_web,25.00,0.00,2.00,0.00,27.00,USD,refunded,Customer requested cancellation,2025-12-07 03:00:00,85611826-d88a-4abf-8a9f-807d603e3342,Customer request,2025-12-06 03:00:00,2026-01-04 14:58:04,85611826-d88a-4abf-8a9f-807d603e3342,,
2dd38335-68c6-455a-9521-2a6b30f53765,d5f3704a-8387-41d1-a150-eeffc52d5a45,9cbcfedf-4455-4cfb-b412-d19cefd851ca,807b3d73-be68-42e0-9062-4d4cc0d226f4,BK386842030075,confirmed,customer_web,70.00,0.00,5.60,0.00,75.60,USD,failed,,,,,2025-12-25 04:00:00,2026-01-04 14:58:04,d5f3704a-8387-41d1-a150-eeffc52d5a45,,
0d364df0-fc0e-42f6-99b3-2e112a071649,b20dc445-8a42-4694-a7e0-c7df549138cc,b411647a-a044-4395-b9ce-21ba61d2dc49,0c0c761a-4d95-4133-937b-ebc79f524919,BK386842030076,cancelled,admin_manual,60.00,6.00,4.80,0.00,58.80,USD,refunded,Customer requested cancellation,2026-02-24 10:00:00,b20dc445-8a42-4694-a7e0-c7df549138cc,Customer request,2026-02-23 10:00:00,2026-01-04 14:58:04,b20dc445-8a42-4694-a7e0-c7df549138cc,,
1e27ad3f-1c98-4b07-85e6-7bfffad686fc,416d945c-161e-4330-9fea-ae2888ca2120,38838bd5-9249-449c-8118-473dec2d5057,3b4fbdf4-13aa-4f83-8d90-3562412f43b1,BK386842030077,cancelled,customer_app,37.50,0.00,3.00,0.00,40.50,USD,refunded,Customer requested cancellation,2026-01-21 07:00:00,416d945c-161e-4330-9fea-ae2888ca2120,Customer request,2026-01-20 07:00:00,2026-01-04 14:58:04,416d945c-161e-4330-9fea-ae2888ca2120,,
ceb9e84c-ad3f-4c20-8340-1b9ae061510c,73c14063-593f-4f70-bc89-91226848617a,b411647a-a044-4395-b9ce-21ba61d2dc49,0c0c761a-4d95-4133-937b-ebc79f524919,BK386842030078,pending,customer_web,50.00,5.00,4.00,0.00,49.00,USD,failed,,,,,2026-02-26 03:00:00,2026-01-04 14:58:04,73c14063-593f-4f70-bc89-91226848617a,,
cca252bf-a464-4f23-800f-89093bd3b016,bc6bd127-3308-476a-80ed-112502e08028,33869224-fd18-42b2-b27c-ba6f984995b8,339f4ea2-2c5d-4bc4-a1aa-c3783ffe7fea,BK386842030079,cancelled,customer_app,52.50,0.00,4.20,0.00,56.70,USD,refunded,Customer requested cancellation,2026-01-04 09:00:00,bc6bd127-3308-476a-80ed-112502e08028,Customer request,2026-01-03 09:00:00,2026-01-04 14:58:04,bc6bd127-3308-476a-80ed-112502e08028,,
a603b76a-a858-490e-aa26-c25f230decb1,5550badf-faab-4cff-9298-d12201b7e2f1,8463e550-2cb3-41a1-86f4-17ae589e073a,9482d0c5-1d4c-4189-8c98-45deba4320da,BK386842040080,pending,customer_web,37.50,0.00,3.00,0.00,40.50,USD,pending,,,,,2025-12-12 09:00:00,2026-01-04 14:58:04,5550badf-faab-4cff-9298-d12201b7e2f1,,
13d9f397-1906-4e76-9da3-e01b2422a8df,275eb69c-8a74-4e48-b65f-c9cb96079958,b411647a-a044-4395-b9ce-21ba61d2dc49,32854e5d-bab8-41b7-9b33-13bcf30260cf,BK386842040081,confirmed,admin_manual,37.50,0.00,3.00,0.00,40.50,USD,failed,,,,,2026-03-02 07:00:00,2026-01-04 14:58:04,275eb69c-8a74-4e48-b65f-c9cb96079958,,
5502d22d-5906-46d4-ad2b-43a608fa5f3a,9ede05ba-e8ba-4e1c-a763-6eb938674bd4,38838bd5-9249-449c-8118-473dec2d5057,86cbbf39-d3e3-4bee-ada9-0fa567bf5987,BK386842040082,completed,customer_web,45.00,0.00,3.60,0.00,48.60,USD,succeeded,,,,,2026-02-12 11:00:00,2026-01-04 14:58:04,9ede05ba-e8ba-4e1c-a763-6eb938674bd4,,
fba8936a-48ad-4d7d-a54d-d46dcd61c0f4,275eb69c-8a74-4e48-b65f-c9cb96079958,b411647a-a044-4395-b9ce-21ba61d2dc49,32854e5d-bab8-41b7-9b33-13bcf30260cf,BK386842040083,completed,customer_web,50.00,5.00,4.00,0.00,49.00,USD,failed,,,,,2026-02-03 06:00:00,2026-01-04 14:58:04,275eb69c-8a74-4e48-b65f-c9cb96079958,,
56020190-3048-4c34-aedd-17d15d8b5444,3a25ace4-27dc-4619-81e8-0ba15086b640,b411647a-a044-4395-b9ce-21ba61d2dc49,0c0c761a-4d95-4133-937b-ebc79f524919,BK386842040084,confirmed,customer_web,70.00,0.00,5.60,0.00,75.60,USD,failed,,,,,2026-02-18 07:00:00,2026-01-04 14:58:04,3a25ace4-27dc-4619-81e8-0ba15086b640,,
6da15f92-da00-484e-ab19-18424a34d8d0,ebef547f-47ba-4714-9089-09d0de16512d,33869224-fd18-42b2-b27c-ba6f984995b8,339f4ea2-2c5d-4bc4-a1aa-c3783ffe7fea,BK386842040085,completed,customer_app,35.00,0.00,2.80,0.00,37.80,USD,succeeded,,,,,2025-12-19 06:00:00,2026-01-04 14:58:04,ebef547f-47ba-4714-9089-09d0de16512d,,
fe2a9f40-789f-4300-8e18-bb94f16acdba,85611826-d88a-4abf-8a9f-807d603e3342,8463e550-2cb3-41a1-86f4-17ae589e073a,9482d0c5-1d4c-4189-8c98-45deba4320da,BK386842040086,cancelled,admin_manual,60.00,0.00,4.80,0.00,64.80,USD,refunded,Customer requested cancellation,2026-02-09 10:00:00,85611826-d88a-4abf-8a9f-807d603e3342,Customer request,2026-02-08 10:00:00,2026-01-04 14:58:04,85611826-d88a-4abf-8a9f-807d603e3342,,
6928b838-9899-4022-8e40-fb6c9ee4172f,1dcaab2a-d207-4cac-9a0f-392124a90fb9,38838bd5-9249-449c-8118-473dec2d5057,25b3e878-5f5e-4b2e-a404-a7eb2507e407,BK386842040087,completed,customer_web,30.00,3.00,2.40,0.00,29.40,USD,failed,,,,,2026-02-04 11:00:00,2026-01-04 14:58:04,1dcaab2a-d207-4cac-9a0f-392124a90fb9,,
0d6be374-b3dc-41fa-aee3-c2c53f315d98,7d574358-e456-4bc0-bd6e-737a4e660a59,9cbcfedf-4455-4cfb-b412-d19cefd851ca,77924470-8f96-4bbf-9117-47e749386a7c,BK386842040088,cancelled,customer_web,70.00,0.00,5.60,0.00,75.60,USD,refunded,Customer requested cancellation,2026-01-05 04:00:00,7d574358-e456-4bc0-bd6e-737a4e660a59,Customer request,2026-01-04 04:00:00,2026-01-04 14:58:04,7d574358-e456-4bc0-bd6e-737a4e660a59,,
9f9a95f9-972d-49cb-8d8a-4dcdfea65e43,124b8f6b-50bf-4b34-ae21-77650e54e7f4,b411647a-a044-4395-b9ce-21ba61d2dc49,0c0c761a-4d95-4133-937b-ebc79f524919,BK386842040089,pending,customer_web,25.00,0.00,2.00,0.00,27.00,USD,failed,,,,,2025-12-24 00:00:00,2026-01-04 14:58:04,124b8f6b-50bf-4b34-ae21-77650e54e7f4,,
3d1ceb9b-b582-4875-8723-494735969e4e,7d574358-e456-4bc0-bd6e-737a4e660a59,33869224-fd18-42b2-b27c-ba6f984995b8,6f996f5c-9b87-401f-b8e3-3f3286a589f4,BK386842040090,completed,customer_web,25.00,2.50,2.00,0.00,24.50,USD,failed,,,,,2025-12-10 10:00:00,2026-01-04 14:58:04,7d574358-e456-4bc0-bd6e-737a4e660a59,,
ad4141ce-cdd2-4324-91b0-0fadd5b49228,1479df99-4ca4-4073-8292-9eee9298a5f6,33869224-fd18-42b2-b27c-ba6f984995b8,6f996f5c-9b87-401f-b8e3-3f3286a589f4,BK386842040091,pending,admin_manual,30.00,3.00,2.40,0.00,29.40,USD,succeeded,,,,,2026-02-17 08:00:00,2026-01-04 14:58:04,1479df99-4ca4-4073-8292-9eee9298a5f6,,
5b3663c1-92a4-453a-8a45-7fc6a362ab35,c062bd5e-32fa-49b5-9c96-20c00f7c0099,8463e550-2cb3-41a1-86f4-17ae589e073a,eab23b60-2e47-4b22-a9ad-61036724db86,BK386842040092,pending,customer_web,70.00,0.00,5.60,0.00,75.60,USD,pending,,,,,2026-02-26 05:00:00,2026-01-04 14:58:04,c062bd5e-32fa-49b5-9c96-20c00f7c0099,,
afbaa1cc-1fe1-485d-a0bd-591625d13a46,7b6069ec-5dad-4166-8a29-6d773bffd2cb,b411647a-a044-4395-b9ce-21ba61d2dc49,32854e5d-bab8-41b7-9b33-13bcf30260cf,BK386842040093,completed,admin_manual,35.00,3.50,2.80,0.00,34.30,USD,pending,,,,,2026-02-03 11:00:00,2026-01-04 14:58:04,7b6069ec-5dad-4166-8a29-6d773bffd2cb,,
0020b783-b0d5-4afa-933a-447ebb87df2a,cd1f2aec-d0f8-4abb-b475-fe67cbd6d222,8463e550-2cb3-41a1-86f4-17ae589e073a,9482d0c5-1d4c-4189-8c98-45deba4320da,BK386842040094,confirmed,customer_app,25.00,2.50,2.00,0.00,24.50,USD,pending,,,,,2026-02-22 07:00:00,2026-01-04 14:58:04,cd1f2aec-d0f8-4abb-b475-fe67cbd6d222,,
df6f5c3c-915b-4a2e-99b7-43595a04ab7b,38c3b73d-5884-4005-9e41-0acc635fefe1,33869224-fd18-42b2-b27c-ba6f984995b8,6f996f5c-9b87-401f-b8e3-3f3286a589f4,BK386842040095,cancelled,customer_app,25.00,0.00,2.00,0.00,27.00,USD,refunded,Customer requested cancellation,2026-01-04 11:00:00,38c3b73d-5884-4005-9e41-0acc635fefe1,Customer request,2026-01-03 11:00:00,2026-01-04 14:58:04,38c3b73d-5884-4005-9e41-0acc635fefe1,,
9a6d94c7-9d9d-4b03-8902-362e21cad7ef,275eb69c-8a74-4e48-b65f-c9cb96079958,9cbcfedf-4455-4cfb-b412-d19cefd851ca,77924470-8f96-4bbf-9117-47e749386a7c,BK386842040096,pending,customer_web,30.00,3.00,2.40,0.00,29.40,USD,pending,,,,,2025-12-04 11:00:00,2026-01-04 14:58:04,275eb69c-8a74-4e48-b65f-c9cb96079958,,
f7350a8e-332d-476d-af02-527d2c40bc27,3a25ace4-27dc-4619-81e8-0ba15086b640,8463e550-2cb3-41a1-86f4-17ae589e073a,b7871655-3ad6-4a91-9122-c40bf86ce57a,BK386842040097,pending,customer_app,52.50,0.00,4.20,0.00,56.70,USD,pending,,,,,2026-01-07 03:00:00,2026-01-04 14:58:04,3a25ace4-27dc-4619-81e8-0ba15086b640,,
72c56383-0736-49ee-affa-d5c239bf6722,1479df99-4ca4-4073-8292-9eee9298a5f6,8463e550-2cb3-41a1-86f4-17ae589e073a,b7871655-3ad6-4a91-9122-c40bf86ce57a,BK386842040098,pending,admin_manual,52.50,5.25,4.20,0.00,51.45,USD,pending,,,,,2026-01-14 07:00:00,2026-01-04 14:58:04,1479df99-4ca4-4073-8292-9eee9298a5f6,,
cbf201da-4dbe-4e7b-8abe-f8e908bb277a,1479df99-4ca4-4073-8292-9eee9298a5f6,38838bd5-9249-449c-8118-473dec2d5057,86cbbf39-d3e3-4bee-ada9-0fa567bf5987,BK386842040099,cancelled,customer_web,60.00,0.00,4.80,0.00,64.80,USD,refunded,Customer requested cancellation,2026-01-21 08:00:00,1479df99-4ca4-4073-8292-9eee9298a5f6,Customer request,2026-01-20 08:00:00,2026-01-04 14:58:04,1479df99-4ca4-4073-8292-9eee9298a5f6,,
35ef6c0c-e76e-47c5-81dc-5dd951feabf5,f81b5321-6858-4d52-a4ee-660efcf5ec36,38838bd5-9249-449c-8118-473dec2d5057,3b4fbdf4-13aa-4f83-8d90-3562412f43b1,BK386842040100,cancelled,customer_app,30.00,0.00,2.40,0.00,32.40,USD,refunded,Customer requested cancellation,2025-12-05 00:00:00,f81b5321-6858-4d52-a4ee-660efcf5ec36,Customer request,2025-12-04 00:00:00,2026-01-04 14:58:04,f81b5321-6858-4d52-a4ee-660efcf5ec36,,
cbcf0398-af02-421b-8533-674c791e3274,7d574358-e456-4bc0-bd6e-737a4e660a59,38838bd5-9249-449c-8118-473dec2d5057,86cbbf39-d3e3-4bee-ada9-0fa567bf5987,BK386842040101,pending,customer_web,60.00,6.00,4.80,0.00,58.80,USD,pending,,,,,2025-12-20 03:00:00,2026-01-04 14:58:04,7d574358-e456-4bc0-bd6e-737a4e660a59,,
f16d0703-bd23-43a4-ba32-4153f4c7dfcd,27d56a5c-fb1a-492f-9d4a-8d294aa77209,b411647a-a044-4395-b9ce-21ba61d2dc49,0c0c761a-4d95-4133-937b-ebc79f524919,BK386842040102,cancelled,admin_manual,70.00,7.00,5.60,0.00,68.60,USD,refunded,Customer requested cancellation,2026-02-06 11:00:00,27d56a5c-fb1a-492f-9d4a-8d294aa77209,Customer request,2026-02-05 11:00:00,2026-01-04 14:58:04,27d56a5c-fb1a-492f-9d4a-8d294aa77209,,
033e16bb-5b54-4469-90c1-2e35702ec0d2,d5f3704a-8387-41d1-a150-eeffc52d5a45,38838bd5-9249-449c-8118-473dec2d5057,3b4fbdf4-13aa-4f83-8d90-3562412f43b1,BK386842040103,completed,customer_web,50.00,5.00,4.00,0.00,49.00,USD,failed,,,,,2026-01-19 06:00:00,2026-01-04 14:58:04,d5f3704a-8387-41d1-a150-eeffc52d5a45,,
bd8926b5-4b2d-4dc8-aa1e-0273b4a4c418,487d7d66-1fed-41f3-aba1-0d3f281c6fc5,33869224-fd18-42b2-b27c-ba6f984995b8,339f4ea2-2c5d-4bc4-a1aa-c3783ffe7fea,BK386842050104,completed,admin_manual,70.00,0.00,5.60,0.00,75.60,USD,succeeded,,,,,2026-02-16 10:00:00,2026-01-04 14:58:04,487d7d66-1fed-41f3-aba1-0d3f281c6fc5,,
279f1d0d-24ce-41e9-bf74-17049c0c2309,8603fcc5-9585-4977-9eb7-11aefeddd7f8,38838bd5-9249-449c-8118-473dec2d5057,3b4fbdf4-13aa-4f83-8d90-3562412f43b1,BK386842050105,completed,admin_manual,25.00,0.00,2.00,0.00,27.00,USD,pending,,,,,2026-01-29 06:00:00,2026-01-04 14:58:04,8603fcc5-9585-4977-9eb7-11aefeddd7f8,,
c886870a-0d96-44a9-bb10-e3038e033e29,ff932d57-d80e-47b8-8890-1bc4be34f16f,8463e550-2cb3-41a1-86f4-17ae589e073a,eab23b60-2e47-4b22-a9ad-61036724db86,BK386842050106,cancelled,admin_manual,70.00,0.00,5.60,0.00,75.60,USD,refunded,Customer requested cancellation,2026-01-03 10:00:00,ff932d57-d80e-47b8-8890-1bc4be34f16f,Customer request,2026-01-02 10:00:00,2026-01-04 14:58:04,ff932d57-d80e-47b8-8890-1bc4be34f16f,,
c53e268f-3817-47e4-8c9e-987e3737f795,2312613b-91cc-4f99-95dd-dda6820a8e5a,b411647a-a044-4395-b9ce-21ba61d2dc49,0c0c761a-4d95-4133-937b-ebc79f524919,BK386842050107,completed,admin_manual,37.50,3.75,3.00,0.00,36.75,USD,failed,,,,,2026-02-10 05:00:00,2026-01-04 14:58:04,2312613b-91cc-4f99-95dd-dda6820a8e5a,,
240213c0-e928-43a6-867d-f9243719d1d8,85611826-d88a-4abf-8a9f-807d603e3342,b411647a-a044-4395-b9ce-21ba61d2dc49,0c0c761a-4d95-4133-937b-ebc79f524919,BK386842050108,pending,customer_web,52.50,0.00,4.20,0.00,56.70,USD,pending,,,,,2026-01-04 03:00:00,2026-01-04 14:58:04,85611826-d88a-4abf-8a9f-807d603e3342,,
873da3bb-2fc7-42d2-a94f-7894408b0c2f,b20dc445-8a42-4694-a7e0-c7df549138cc,33869224-fd18-42b2-b27c-ba6f984995b8,6f996f5c-9b87-401f-b8e3-3f3286a589f4,BK386842050109,confirmed,customer_app,50.00,0.00,4.00,0.00,54.00,USD,pending,,,,,2026-02-23 07:00:00,2026-01-04 14:58:04,b20dc445-8a42-4694-a7e0-c7df549138cc,,
207c3897-054e-4f23-97e3-fa0ce0d1c255,275eb69c-8a74-4e48-b65f-c9cb96079958,8463e550-2cb3-41a1-86f4-17ae589e073a,b7871655-3ad6-4a91-9122-c40bf86ce57a,BK386842050110,pending,customer_app,50.00,5.00,4.00,0.00,49.00,USD,pending,,,,,2026-02-16 00:00:00,2026-01-04 14:58:04,275eb69c-8a74-4e48-b65f-c9cb96079958,,
0afa1808-3e5e-41e7-b2f1-46de039aa371,487d7d66-1fed-41f3-aba1-0d3f281c6fc5,8463e550-2cb3-41a1-86f4-17ae589e073a,eab23b60-2e47-4b22-a9ad-61036724db86,BK386842050111,confirmed,customer_web,52.50,5.25,4.20,0.00,51.45,USD,pending,,,,,2026-01-25 01:00:00,2026-01-04 14:58:04,487d7d66-1fed-41f3-aba1-0d3f281c6fc5,,
bbd3f457-dc94-4caa-9cee-efcac63acec9,f81b5321-6858-4d52-a4ee-660efcf5ec36,8463e550-2cb3-41a1-86f4-17ae589e073a,9482d0c5-1d4c-4189-8c98-45deba4320da,BK386842050112,completed,customer_app,45.00,4.50,3.60,0.00,44.10,USD,pending,,,,,2026-01-05 01:00:00,2026-01-04 14:58:04,f81b5321-6858-4d52-a4ee-660efcf5ec36,,
37e1f074-0933-4f7d-a5d5-96135fe7f76e,27d56a5c-fb1a-492f-9d4a-8d294aa77209,8463e550-2cb3-41a1-86f4-17ae589e073a,b7871655-3ad6-4a91-9122-c40bf86ce57a,BK386842050113,pending,admin_manual,52.50,5.25,4.20,0.00,51.45,USD,succeeded,,,,,2026-02-24 01:00:00,2026-01-04 14:58:04,27d56a5c-fb1a-492f-9d4a-8d294aa77209,,
8839b4fd-7ca2-4702-aa92-4435c7647f16,9ede05ba-e8ba-4e1c-a763-6eb938674bd4,b411647a-a044-4395-b9ce-21ba61d2dc49,b200245d-aec6-421e-83b7-9f2968e76d78,BK386842050114,pending,customer_app,60.00,0.00,4.80,0.00,64.80,USD,succeeded,,,,,2025-12-04 07:00:00,2026-01-04 14:58:04,9ede05ba-e8ba-4e1c-a763-6eb938674bd4,,
edd3069c-ba35-4800-8311-b3e7d9b9af00,0daa0cab-5d9e-4dd3-bcd0-512490ea5fa8,38838bd5-9249-449c-8118-473dec2d5057,86cbbf39-d3e3-4bee-ada9-0fa567bf5987,BK386842050115,completed,customer_web,30.00,0.00,2.40,0.00,32.40,USD,failed,,,,,2026-01-14 07:00:00,2026-01-04 14:58:04,0daa0cab-5d9e-4dd3-bcd0-512490ea5fa8,,
4bbe88d4-aa70-4ff3-bb76-7ca7a951ccd6,d8ea589b-93d6-4631-aff6-5770dae08f29,38838bd5-9249-449c-8118-473dec2d5057,3b4fbdf4-13aa-4f83-8d90-3562412f43b1,BK386842050116,completed,admin_manual,25.00,0.00,2.00,0.00,27.00,USD,failed,,,,,2026-01-21 02:00:00,2026-01-04 14:58:04,d8ea589b-93d6-4631-aff6-5770dae08f29,,
109e4f47-e818-4f8c-9da9-b17bd5660f29,8603fcc5-9585-4977-9eb7-11aefeddd7f8,9cbcfedf-4455-4cfb-b412-d19cefd851ca,77924470-8f96-4bbf-9117-47e749386a7c,BK386842050117,cancelled,customer_app,30.00,3.00,2.40,0.00,29.40,USD,refunded,Customer requested cancellation,2025-12-18 00:00:00,8603fcc5-9585-4977-9eb7-11aefeddd7f8,Customer request,2025-12-17 00:00:00,2026-01-04 14:58:04,8603fcc5-9585-4977-9eb7-11aefeddd7f8,,
b32d1f26-37fa-4a62-9b35-4946c7ea2fa5,b71410fd-9181-442e-8b58-c4e20056a4e7,9cbcfedf-4455-4cfb-b412-d19cefd851ca,77924470-8f96-4bbf-9117-47e749386a7c,BK386842050118,completed,admin_manual,37.50,0.00,3.00,0.00,40.50,USD,pending,,,,,2025-12-20 00:00:00,2026-01-04 14:58:04,b71410fd-9181-442e-8b58-c4e20056a4e7,,
8853dbfd-68b6-45b3-aa7e-d4195d13d727,124b8f6b-50bf-4b34-ae21-77650e54e7f4,38838bd5-9249-449c-8118-473dec2d5057,25b3e878-5f5e-4b2e-a404-a7eb2507e407,BK386842050119,cancelled,admin_manual,35.00,3.50,2.80,0.00,34.30,USD,refunded,Customer requested cancellation,2026-02-22 09:00:00,124b8f6b-50bf-4b34-ae21-77650e54e7f4,Customer request,2026-02-21 09:00:00,2026-01-04 14:58:04,124b8f6b-50bf-4b34-ae21-77650e54e7f4,,
3a767fa8-3ecf-457b-b200-3dda8804629e,79a08445-53a5-4b3b-87ea-eadce504af71,b411647a-a044-4395-b9ce-21ba61d2dc49,99ab617a-c78e-49ed-9ed9-9395d5dba4b5,BK386842050120,cancelled,admin_manual,25.00,0.00,2.00,0.00,27.00,USD,refunded,Customer requested cancellation,2025-12-21 07:00:00,79a08445-53a5-4b3b-87ea-eadce504af71,Customer request,2025-12-20 07:00:00,2026-01-04 14:58:04,79a08445-53a5-4b3b-87ea-eadce504af71,,
6887f565-9c7d-4f4c-80c4-f018731f2b36,d18aa61b-4a64-45c3-8a7c-904c55d5c0e0,8463e550-2cb3-41a1-86f4-17ae589e073a,9482d0c5-1d4c-4189-8c98-45deba4320da,BK386842050121,confirmed,customer_app,52.50,0.00,4.20,0.00,56.70,USD,succeeded,,,,,2026-01-02 01:00:00,2026-01-04 14:58:04,d18aa61b-4a64-45c3-8a7c-904c55d5c0e0,,
3023c00b-c3b3-4d17-bbf7-4f3d471ae9f2,d8ea589b-93d6-4631-aff6-5770dae08f29,8463e550-2cb3-41a1-86f4-17ae589e073a,b7871655-3ad6-4a91-9122-c40bf86ce57a,BK386842050122,cancelled,customer_app,37.50,0.00,3.00,0.00,40.50,USD,refunded,Customer requested cancellation,2026-01-02 04:00:00,d8ea589b-93d6-4631-aff6-5770dae08f29,Customer request,2026-01-01 04:00:00,2026-01-04 14:58:04,d8ea589b-93d6-4631-aff6-5770dae08f29,,
956a76cf-8312-4fbf-8ce4-988db80124d1,38c3b73d-5884-4005-9e41-0acc635fefe1,9cbcfedf-4455-4cfb-b412-d19cefd851ca,807b3d73-be68-42e0-9062-4d4cc0d226f4,BK386842050123,cancelled,customer_web,30.00,0.00,2.40,0.00,32.40,USD,refunded,Customer requested cancellation,2025-12-13 00:00:00,38c3b73d-5884-4005-9e41-0acc635fefe1,Customer request,2025-12-12 00:00:00,2026-01-04 14:58:04,38c3b73d-5884-4005-9e41-0acc635fefe1,,
