id,booking_id,company_id,branch_id,court_id,service_id,start_datetime,end_datetime,duration_minutes,unit_price,quantity,subtotal,discount_amount,total_amount,created_at,updated_at,created_by,updated_by,deleted_at
c145be30-f23b-4929-ba23-26040db9537a,03944b9d-07cf-4e76-93c3-c30ea05f9019,b411647a-a044-4395-b9ce-21ba61d2dc49,0c0c761a-4d95-4133-937b-ebc79f524919,2c8b0cf2-406f-4c9f-9335-aecc0e99761a,6449317a-b9fe-4e1c-a14b-2bf2e21cb72a,2026-01-26 07:00:00,2026-01-26 09:00:00,120,30.00,1,60.00,0.00,64.80,2026-01-24 07:00:00,2026-01-04 14:58:04,,,
a92ba4b1-1614-4cc7-a082-4831348c8bfb,5b84b705-b54e-44a8-ae4f-2785ef23f484,38838bd5-9249-449c-8118-473dec2d5057,3b4fbdf4-13aa-4f83-8d90-3562412f43b1,8b17db41-e7f2-4f99-b0c5-af03ca05e8fc,7a387614-4afe-4ca3-8b0c-996cd116a510,2026-01-30 09:00:00,2026-01-30 10:00:00,60,25.00,1,25.00,0.00,27.00,2026-01-28 09:00:00,2026-01-04 14:58:04,,,
0c224bf8-b113-4d4f-af54-1397063c6636,9a2e9210-3005-4b77-856e-aa619f33708d,b411647a-a044-4395-b9ce-21ba61d2dc49,b200245d-aec6-421e-83b7-9f2968e76d78,161022db-d741-4e27-9be4-ebf2e0803ecc,6449317a-b9fe-4e1c-a14b-2bf2e21cb72a,2026-01-08 09:00:00,2026-01-08 10:30:00,90,35.00,1,52.50,5.25,51.45,2026-01-06 09:00:00,2026-01-04 14:58:04,,,
e7346fef-7617-4abb-8aef-899d3ea80917,a3cda635-c167-489c-aba1-ef06b982f227,b411647a-a044-4395-b9ce-21ba61d2dc49,99ab617a-c78e-49ed-9ed9-9395d5dba4b5,049d3e7b-17f9-427f-8cc0-6723a2ecfe90,6449317a-b9fe-4e1c-a14b-2bf2e21cb72a,2026-02-23 03:00:00,2026-02-23 05:00:00,120,25.00,1,50.00,0.00,54.00,2026-02-21 03:00:00,2026-01-04 14:58:04,,,
8cfbbbcf-0773-4ad5-8c6b-a264223f81c5,18e0d9ad-0ada-4726-97ca-a4e38b0052d9,9cbcfedf-4455-4cfb-b412-d19cefd851ca,807b3d73-be68-42e0-9062-4d4cc0d226f4,dd2d1579-2609-4d1b-8147-c1c8bafc7acd,648bf2b5-5e36-4f47-9620-ca5c86e74730,2025-12-14 05:00:00,2025-12-14 07:00:00,120,35.00,1,70.00,0.00,75.60,2025-12-12 05:00:00,2026-01-04 14:58:04,,,
94b90eb8-e657-4554-8caa-5a2702d7dde6,516a9a24-c0f7-48a8-a318-b71841635670,33869224-fd18-42b2-b27c-ba6f984995b8,6f996f5c-9b87-401f-b8e3-3f3286a589f4,2e20a0e4-e83a-4e46-8c3a-fee70cd2fd06,595b4a67-966e-42b6-b52a-57d7819ecf35,2026-01-03 02:00:00,2026-01-03 04:00:00,120,25.00,1,50.00,0.00,54.00,2026-01-01 02:00:00,2026-01-04 14:58:04,,,
d731e9f4-d57c-4f6c-a367-88778faac69d,b44f8f35-f602-4a0f-a206-018f698cd611,b411647a-a044-4395-b9ce-21ba61d2dc49,b200245d-aec6-421e-83b7-9f2968e76d78,7865d42c-a01e-4a7c-92ea-411437c04481,6449317a-b9fe-4e1c-a14b-2bf2e21cb72a,2026-01-14 00:00:00,2026-01-14 01:30:00,90,30.00,1,45.00,0.00,48.60,2026-01-12 00:00:00,2026-01-04 14:58:04,,,
67b8a1d1-e1ad-4255-ae0b-031b594c24d1,fa8d3e38-ce55-4d13-ab77-d9ccc8035de8,33869224-fd18-42b2-b27c-ba6f984995b8,6f996f5c-9b87-401f-b8e3-3f3286a589f4,2e20a0e4-e83a-4e46-8c3a-fee70cd2fd06,595b4a67-966e-42b6-b52a-57d7819ecf35,2025-12-20 05:00:00,2025-12-20 07:00:00,120,25.00,1,50.00,5.00,49.00,2025-12-18 05:00:00,2026-01-04 14:58:04,,,
8af0161a-db18-4651-b757-e842e76ba989,a2c4c3ff-e181-4d6c-94bb-f74ab41b91fb,33869224-fd18-42b2-b27c-ba6f984995b8,6f996f5c-9b87-401f-b8e3-3f3286a589f4,eefdcdb0-07fa-4e12-a873-259347a570e7,595b4a67-966e-42b6-b52a-57d7819ecf35,2025-12-19 10:00:00,2025-12-19 12:00:00,120,30.00,1,60.00,0.00,64.80,2025-12-17 10:00:00,2026-01-04 14:58:04,,,
7a87481b-eb79-4a93-a7f2-afdfb11f1c69,3354e965-a56f-4bef-a63e-7c63c7f7742c,b411647a-a044-4395-b9ce-21ba61d2dc49,b200245d-aec6-421e-83b7-9f2968e76d78,258323a4-01db-41b3-9bd1-db2bbd96c462,6449317a-b9fe-4e1c-a14b-2bf2e21cb72a,2025-12-14 10:00:00,2025-12-14 12:00:00,120,30.00,1,60.00,0.00,64.80,2025-12-12 10:00:00,2026-01-04 14:58:04,,,
448352d7-7e89-4204-870b-60626121ba68,618e72e5-838c-4492-ad66-eacd9eb3a2fd,33869224-fd18-42b2-b27c-ba6f984995b8,6f996f5c-9b87-401f-b8e3-3f3286a589f4,eefdcdb0-07fa-4e12-a873-259347a570e7,595b4a67-966e-42b6-b52a-57d7819ecf35,2025-12-12 01:00:00,2025-12-12 02:30:00,90,30.00,1,45.00,0.00,48.60,2025-12-10 01:00:00,2026-01-04 14:58:04,,,
2c91cf9f-c5e3-4ac6-950a-e248174cd9f5,d3ee6682-dc07-42d9-b7e8-cd9138b23433,38838bd5-9249-449c-8118-473dec2d5057,86cbbf39-d3e3-4bee-ada9-0fa567bf5987,2ad29ee5-e26d-4b01-b01f-b91322949030,7a387614-4afe-4ca3-8b0c-996cd116a510,2025-12-27 05:00:00,2025-12-27 07:00:00,120,30.00,1,60.00,0.00,64.80,2025-12-25 05:00:00,2026-01-04 14:58:04,,,
7fcfbef7-6c11-4a50-ab4c-813f9b7df71c,ece24447-befe-4ffa-b936-1abd5b1f1b0a,b411647a-a044-4395-b9ce-21ba61d2dc49,32854e5d-bab8-41b7-9b33-13bcf30260cf,313f7066-de06-4330-84b2-fcc42eeac647,6449317a-b9fe-4e1c-a14b-2bf2e21cb72a,2025-12-11 08:00:00,2025-12-11 09:30:00,90,30.00,1,45.00,0.00,48.60,2025-12-09 08:00:00,2026-01-04 14:58:04,,,
2a432742-3a04-4cae-8632-6dbe05d1bb21,1fdc6ddc-aadf-4274-a796-194d7c56b2a9,b411647a-a044-4395-b9ce-21ba61d2dc49,0c0c761a-4d95-4133-937b-ebc79f524919,74afea75-c3f3-4d5a-a599-e8faeb491cca,6449317a-b9fe-4e1c-a14b-2bf2e21cb72a,2026-02-05 00:00:00,2026-02-05 01:30:00,90,35.00,1,52.50,5.25,51.45,2026-02-03 00:00:00,2026-01-04 14:58:04,,,
34801122-508d-4516-98bb-2dec66f1d6ed,d72e2e8d-96b5-4b1e-b1c1-ac9cffc3424b,b411647a-a044-4395-b9ce-21ba61d2dc49,32854e5d-bab8-41b7-9b33-13bcf30260cf,313f7066-de06-4330-84b2-fcc42eeac647,6449317a-b9fe-4e1c-a14b-2bf2e21cb72a,2026-02-21 01:00:00,2026-02-21 02:30:00,90,30.00,1,45.00,0.00,48.60,2026-02-19 01:00:00,2026-01-04 14:58:04,,,
d99011a4-ac5d-4b2b-8225-6ce78f08cc5e,5743fb33-0be8-4a7b-911b-059d5bb16d69,9cbcfedf-4455-4cfb-b412-d19cefd851ca,807b3d73-be68-42e0-9062-4d4cc0d226f4,8fded7e5-a62e-4368-837c-06d68e8aeb6d,648bf2b5-5e36-4f47-9620-ca5c86e74730,2025-12-10 08:00:00,2025-12-10 09:30:00,90,35.00,1,52.50,5.25,51.45,2025-12-08 08:00:00,2026-01-04 14:58:04,,,
d372a0c9-eb6c-41cd-902d-1e727abc8ea2,c48ac08f-f527-45b0-b5ee-473231967827,8463e550-2cb3-41a1-86f4-17ae589e073a,9482d0c5-1d4c-4189-8c98-45deba4320da,182a3533-f0dd-4e9e-8965-3f62cb6a1686,25404fe4-0c4d-433c-9946-04595ad991a2,2025-12-08 03:00:00,2025-12-08 04:00:00,60,25.00,1,25.00,0.00,27.00,2025-12-06 03:00:00,2026-01-04 14:58:04,,,
2498dd01-3e79-476f-befb-5859d75a3e5b,2dd38335-68c6-455a-9521-2a6b30f53765,9cbcfedf-4455-4cfb-b412-d19cefd851ca,807b3d73-be68-42e0-9062-4d4cc0d226f4,8fded7e5-a62e-4368-837c-06d68e8aeb6d,648bf2b5-5e36-4f47-9620-ca5c86e74730,2025-12-27 04:00:00,2025-12-27 06:00:00,120,35.00,1,70.00,0.00,75.60,2025-12-25 04:00:00,2026-01-04 14:58:04,,,
3b7ea3bf-d134-4f17-ae60-d0eddc92f1f7,0d364df0-fc0e-42f6-99b3-2e112a071649,b411647a-a044-4395-b9ce-21ba61d2dc49,0c0c761a-4d95-4133-937b-ebc79f524919,2a3dcbdd-df6d-4ba9-827e-b8439a4fec53,6449317a-b9fe-4e1c-a14b-2bf2e21cb72a,2026-02-25 10:00:00,2026-02-25 12:00:00,120,30.00,1,60.00,6.00,58.80,2026-02-23 10:00:00,2026-01-04 14:58:04,,,
501a99ca-2cda-4335-928a-dd83837f0d14,1e27ad3f-1c98-4b07-85e6-7bfffad686fc,38838bd5-9249-449c-8118-473dec2d5057,3b4fbdf4-13aa-4f83-8d90-3562412f43b1,8b17db41-e7f2-4f99-b0c5-af03ca05e8fc,7a387614-4afe-4ca3-8b0c-996cd116a510,2026-01-22 07:00:00,2026-01-22 08:30:00,90,25.00,1,37.50,0.00,40.50,2026-01-20 07:00:00,2026-01-04 14:58:04,,,
2c78eb8d-7c9c-43af-b01e-edad96cdf682,ceb9e84c-ad3f-4c20-8340-1b9ae061510c,b411647a-a044-4395-b9ce-21ba61d2dc49,0c0c761a-4d95-4133-937b-ebc79f524919,e6861c1a-756c-47c0-b10e-6bc1ab365e92,6449317a-b9fe-4e1c-a14b-2bf2e21cb72a,2026-02-28 03:00:00,2026-02-28 05:00:00,120,25.00,1,50.00,5.00,49.00,2026-02-26 03:00:00,2026-01-04 14:58:04,,,
879b7d54-90dc-4e6c-8406-0d2356fa79a8,cca252bf-a464-4f23-800f-89093bd3b016,33869224-fd18-42b2-b27c-ba6f984995b8,339f4ea2-2c5d-4bc4-a1aa-c3783ffe7fea,0c7960d0-d972-4bd9-8c13-c8e7b0c9a3e8,595b4a67-966e-42b6-b52a-57d7819ecf35,2026-01-05 09:00:00,2026-01-05 10:30:00,90,35.00,1,52.50,0.00,56.70,2026-01-03 09:00:00,2026-01-04 14:58:04,,,
89e65ec8-d5b6-473b-95c8-a6559d6f1c1f,a603b76a-a858-490e-aa26-c25f230decb1,8463e550-2cb3-41a1-86f4-17ae589e073a,9482d0c5-1d4c-4189-8c98-45deba4320da,24435d94-02d9-42c1-8c13-bc175e28a191,25404fe4-0c4d-433c-9946-04595ad991a2,2025-12-14 09:00:00,2025-12-14 10:30:00,90,25.00,1,37.50,0.00,40.50,2025-12-12 09:00:00,2026-01-04 14:58:04,,,
24360e55-38d2-4123-9653-0304f49b2dd6,13d9f397-1906-4e76-9da3-e01b2422a8df,b411647a-a044-4395-b9ce-21ba61d2dc49,32854e5d-bab8-41b7-9b33-13bcf30260cf,941e0a50-9b97-4ad9-a584-d582d6432da2,6449317a-b9fe-4e1c-a14b-2bf2e21cb72a,2026-03-04 07:00:00,2026-03-04 08:30:00,90,25.00,1,37.50,0.00,40.50,2026-03-02 07:00:00,2026-01-04 14:58:04,,,
20a586fc-deb0-429b-a11a-d5b0c374e151,5502d22d-5906-46d4-ad2b-43a608fa5f3a,38838bd5-9249-449c-8118-473dec2d5057,86cbbf39-d3e3-4bee-ada9-0fa567bf5987,59f54acf-beed-4590-8429-be387c93d1f6,7a387614-4afe-4ca3-8b0c-996cd116a510,2026-02-14 11:00:00,2026-02-14 12:30:00,90,30.00,1,45.00,0.00,48.60,2026-02-12 11:00:00,2026-01-04 14:58:04,,,
fca4c2d4-e003-4a13-b8bd-cd60610290c8,fba8936a-48ad-4d7d-a54d-d46dcd61c0f4,b411647a-a044-4395-b9ce-21ba61d2dc49,32854e5d-bab8-41b7-9b33-13bcf30260cf,941e0a50-9b97-4ad9-a584-d582d6432da2,6449317a-b9fe-4e1c-a14b-2bf2e21cb72a,2026-02-05 06:00:00,2026-02-05 08:00:00,120,25.00,1,50.00,5.00,49.00,2026-02-03 06:00:00,2026-01-04 14:58:04,,,
50beeba4-6595-4242-96d2-8fd9c12f0e8c,56020190-3048-4c34-aedd-17d15d8b5444,b411647a-a044-4395-b9ce-21ba61d2dc49,0c0c761a-4d95-4133-937b-ebc79f524919,74afea75-c3f3-4d5a-a599-e8faeb491cca,6449317a-b9fe-4e1c-a14b-2bf2e21cb72a,2026-02-20 07:00:00,2026-02-20 09:00:00,120,35.00,1,70.00,0.00,75.60,2026-02-18 07:00:00,2026-01-04 14:58:04,,,
71240cf0-feb0-4161-8b62-903c9443d13c,6da15f92-da00-484e-ab19-18424a34d8d0,33869224-fd18-42b2-b27c-ba6f984995b8,339f4ea2-2c5d-4bc4-a1aa-c3783ffe7fea,0c7960d0-d972-4bd9-8c13-c8e7b0c9a3e8,595b4a67-966e-42b6-b52a-57d7819ecf35,2025-12-21 06:00:00,2025-12-21 07:00:00,60,35.00,1,35.00,0.00,37.80,2025-12-19 06:00:00,2026-01-04 14:58:04,,,
a10a5b31-528a-4106-9f87-3a9a9ebcfbe3,fe2a9f40-789f-4300-8e18-bb94f16acdba,8463e550-2cb3-41a1-86f4-17ae589e073a,9482d0c5-1d4c-4189-8c98-45deba4320da,22d0ab35-d7a5-4311-b900-eae5805c9ad2,25404fe4-0c4d-433c-9946-04595ad991a2,2026-02-10 10:00:00,2026-02-10 12:00:00,120,30.00,1,60.00,0.00,64.80,2026-02-08 10:00:00,2026-01-04 14:58:04,,,
9cf4fa56-274c-4250-ab11-f24caced6f90,6928b838-9899-4022-8e40-fb6c9ee4172f,38838bd5-9249-449c-8118-473dec2d5057,25b3e878-5f5e-4b2e-a404-a7eb2507e407,b9e139e1-7ec8-4ede-a438-26d7e9b0a7e2,7a387614-4afe-4ca3-8b0c-996cd116a510,2026-02-06 11:00:00,2026-02-06 12:00:00,60,30.00,1,30.00,3.00,29.40,2026-02-04 11:00:00,2026-01-04 14:58:04,,,
e5f57b51-ff59-4344-97be-8ac8fc2e73f9,0d6be374-b3dc-41fa-aee3-c2c53f315d98,9cbcfedf-4455-4cfb-b412-d19cefd851ca,77924470-8f96-4bbf-9117-47e749386a7c,587cbff7-22a0-47ac-b0d1-bc23b7b132b5,648bf2b5-5e36-4f47-9620-ca5c86e74730,2026-01-06 04:00:00,2026-01-06 06:00:00,120,35.00,1,70.00,0.00,75.60,2026-01-04 04:00:00,2026-01-04 14:58:04,,,
ce8773cb-4f69-4a39-95fc-e78e13e4b00f,9f9a95f9-972d-49cb-8d8a-4dcdfea65e43,b411647a-a044-4395-b9ce-21ba61d2dc49,0c0c761a-4d95-4133-937b-ebc79f524919,b8ac18d5-b040-478c-8ee1-e21b0add0baf,6449317a-b9fe-4e1c-a14b-2bf2e21cb72a,2025-12-26 00:00:00,2025-12-26 01:00:00,60,25.00,1,25.00,0.00,27.00,2025-12-24 00:00:00,2026-01-04 14:58:04,,,
58eef10b-d811-4cea-8052-3a2ac69d8d49,3d1ceb9b-b582-4875-8723-494735969e4e,33869224-fd18-42b2-b27c-ba6f984995b8,6f996f5c-9b87-401f-b8e3-3f3286a589f4,2e20a0e4-e83a-4e46-8c3a-fee70cd2fd06,595b4a67-966e-42b6-b52a-57d7819ecf35,2025-12-12 10:00:00,2025-12-12 11:00:00,60,25.00,1,25.00,2.50,24.50,2025-12-10 10:00:00,2026-01-04 14:58:04,,,
4122f1e9-0392-4c8b-9203-129aafdf9ad9,ad4141ce-cdd2-4324-91b0-0fadd5b49228,33869224-fd18-42b2-b27c-ba6f984995b8,6f996f5c-9b87-401f-b8e3-3f3286a589f4,eefdcdb0-07fa-4e12-a873-259347a570e7,595b4a67-966e-42b6-b52a-57d7819ecf35,2026-02-19 08:00:00,2026-02-19 09:00:00,60,30.00,1,30.00,3.00,29.40,2026-02-17 08:00:00,2026-01-04 14:58:04,,,
0710ee15-d5b0-4107-8b3b-1f94876a1475,5b3663c1-92a4-453a-8a45-7fc6a362ab35,8463e550-2cb3-41a1-86f4-17ae589e073a,eab23b60-2e47-4b22-a9ad-61036724db86,cd2e65be-9426-47d6-94ed-3fca85209b58,25404fe4-0c4d-433c-9946-04595ad991a2,2026-02-28 05:00:00,2026-02-28 07:00:00,120,35.00,1,70.00,0.00,75.60,2026-02-26 05:00:00,2026-01-04 14:58:04,,,
ca1a5f17-3fe8-4a2d-8dfd-f4ca97227dec,afbaa1cc-1fe1-485d-a0bd-591625d13a46,b411647a-a044-4395-b9ce-21ba61d2dc49,32854e5d-bab8-41b7-9b33-13bcf30260cf,b2380f48-6b1f-41a3-a68d-bc5a53b35ba9,6449317a-b9fe-4e1c-a14b-2bf2e21cb72a,2026-02-05 11:00:00,2026-02-05 12:00:00,60,35.00,1,35.00,3.50,34.30,2026-02-03 11:00:00,2026-01-04 14:58:04,,,
662d7285-9462-4514-893b-3906e02a1dea,0020b783-b0d5-4afa-933a-447ebb87df2a,8463e550-2cb3-41a1-86f4-17ae589e073a,9482d0c5-1d4c-4189-8c98-45deba4320da,24435d94-02d9-42c1-8c13-bc175e28a191,25404fe4-0c4d-433c-9946-04595ad991a2,2026-02-24 07:00:00,2026-02-24 08:00:00,60,25.00,1,25.00,2.50,24.50,2026-02-22 07:00:00,2026-01-04 14:58:04,,,
3aedb8ba-4c84-4721-b9da-7d55c4e4532e,df6f5c3c-915b-4a2e-99b7-43595a04ab7b,33869224-fd18-42b2-b27c-ba6f984995b8,6f996f5c-9b87-401f-b8e3-3f3286a589f4,2e20a0e4-e83a-4e46-8c3a-fee70cd2fd06,595b4a67-966e-42b6-b52a-57d7819ecf35,2026-01-05 11:00:00,2026-01-05 12:00:00,60,25.00,1,25.00,0.00,27.00,2026-01-03 11:00:00,2026-01-04 14:58:04,,,
1c752b8b-5b18-4caf-857d-6b6542d146dd,9a6d94c7-9d9d-4b03-8902-362e21cad7ef,9cbcfedf-4455-4cfb-b412-d19cefd851ca,77924470-8f96-4bbf-9117-47e749386a7c,1a2d7dbf-b2d5-422b-bf49-4e7a88569fa6,648bf2b5-5e36-4f47-9620-ca5c86e74730,2025-12-06 11:00:00,2025-12-06 12:00:00,60,30.00,1,30.00,3.00,29.40,2025-12-04 11:00:00,2026-01-04 14:58:04,,,
5e282703-647d-453d-9609-6dadf72a030c,f7350a8e-332d-476d-af02-527d2c40bc27,8463e550-2cb3-41a1-86f4-17ae589e073a,b7871655-3ad6-4a91-9122-c40bf86ce57a,bc308efe-e356-49c6-95af-44f775983f45,25404fe4-0c4d-433c-9946-04595ad991a2,2026-01-09 03:00:00,2026-01-09 04:30:00,90,35.00,1,52.50,0.00,56.70,2026-01-07 03:00:00,2026-01-04 14:58:04,,,
61f23f5e-61e3-4f76-aea9-bf6686b42e41,72c56383-0736-49ee-affa-d5c239bf6722,8463e550-2cb3-41a1-86f4-17ae589e073a,b7871655-3ad6-4a91-9122-c40bf86ce57a,bc308efe-e356-49c6-95af-44f775983f45,25404fe4-0c4d-433c-9946-04595ad991a2,2026-01-16 07:00:00,2026-01-16 08:30:00,90,35.00,1,52.50,5.25,51.45,2026-01-14 07:00:00,2026-01-04 14:58:04,,,
c20bdf0b-c591-486e-82f8-c1ea397d7b6c,cbf201da-4dbe-4e7b-8abe-f8e908bb277a,38838bd5-9249-449c-8118-473dec2d5057,86cbbf39-d3e3-4bee-ada9-0fa567bf5987,2ad29ee5-e26d-4b01-b01f-b91322949030,7a387614-4afe-4ca3-8b0c-996cd116a510,2026-01-22 08:00:00,2026-01-22 10:00:00,120,30.00,1,60.00,0.00,64.80,2026-01-20 08:00:00,2026-01-04 14:58:04,,,
2858994d-04fb-4e76-a5b3-7fd9d54dd17a,35ef6c0c-e76e-47c5-81dc-5dd951feabf5,38838bd5-9249-449c-8118-473dec2d5057,3b4fbdf4-13aa-4f83-8d90-3562412f43b1,8e38d3b2-d9a4-458d-abc1-cb613bba3d28,7a387614-4afe-4ca3-8b0c-996cd116a510,2025-12-06 00:00:00,2025-12-06 01:00:00,60,30.00,1,30.00,0.00,32.40,2025-12-04 00:00:00,2026-01-04 14:58:04,,,
c3d3db40-db8a-4631-9f35-6ccecb4edf9f,cbcf0398-af02-421b-8533-674c791e3274,38838bd5-9249-449c-8118-473dec2d5057,86cbbf39-d3e3-4bee-ada9-0fa567bf5987,2ad29ee5-e26d-4b01-b01f-b91322949030,7a387614-4afe-4ca3-8b0c-996cd116a510,2025-12-22 03:00:00,2025-12-22 05:00:00,120,30.00,1,60.00,6.00,58.80,2025-12-20 03:00:00,2026-01-04 14:58:04,,,
d28ac5f0-df0d-449e-bdf3-7a169ec4042f,f16d0703-bd23-43a4-ba32-4153f4c7dfcd,b411647a-a044-4395-b9ce-21ba61d2dc49,0c0c761a-4d95-4133-937b-ebc79f524919,538f6d0c-ccf3-4aef-a22e-238d634aed34,6449317a-b9fe-4e1c-a14b-2bf2e21cb72a,2026-02-07 11:00:00,2026-02-07 13:00:00,120,35.00,1,70.00,7.00,68.60,2026-02-05 11:00:00,2026-01-04 14:58:04,,,
9e8419b4-ebe2-4dde-9831-80529588b8d9,033e16bb-5b54-4469-90c1-2e35702ec0d2,38838bd5-9249-449c-8118-473dec2d5057,3b4fbdf4-13aa-4f83-8d90-3562412f43b1,10f70b1e-dafc-4eb9-9936-b1fe8c037e94,7a387614-4afe-4ca3-8b0c-996cd116a510,2026-01-21 06:00:00,2026-01-21 08:00:00,120,25.00,1,50.00,5.00,49.00,2026-01-19 06:00:00,2026-01-04 14:58:04,,,
9056b6c6-b1ab-45da-8c0c-5ad0cc15192b,bd8926b5-4b2d-4dc8-aa1e-0273b4a4c418,33869224-fd18-42b2-b27c-ba6f984995b8,339f4ea2-2c5d-4bc4-a1aa-c3783ffe7fea,7616a9f7-999f-4516-9985-4eb0f27101c4,595b4a67-966e-42b6-b52a-57d7819ecf35,2026-02-18 10:00:00,2026-02-18 12:00:00,120,35.00,1,70.00,0.00,75.60,2026-02-16 10:00:00,2026-01-04 14:58:04,,,
0d138f88-b44f-41e6-8c53-324467238525,279f1d0d-24ce-41e9-bf74-17049c0c2309,38838bd5-9249-449c-8118-473dec2d5057,3b4fbdf4-13aa-4f83-8d90-3562412f43b1,10f70b1e-dafc-4eb9-9936-b1fe8c037e94,7a387614-4afe-4ca3-8b0c-996cd116a510,2026-01-31 06:00:00,2026-01-31 07:00:00,60,25.00,1,25.00,0.00,27.00,2026-01-29 06:00:00,2026-01-04 14:58:04,,,
894968da-d10f-494b-a29b-c233c62c0dec,c886870a-0d96-44a9-bb10-e3038e033e29,8463e550-2cb3-41a1-86f4-17ae589e073a,eab23b60-2e47-4b22-a9ad-61036724db86,cd2e65be-9426-47d6-94ed-3fca85209b58,25404fe4-0c4d-433c-9946-04595ad991a2,2026-01-04 10:00:00,2026-01-04 12:00:00,120,35.00,1,70.00,0.00,75.60,2026-01-02 10:00:00,2026-01-04 14:58:04,,,
e98cefb0-0b5f-4376-bbbf-777d1d26cfcf,c53e268f-3817-47e4-8c9e-987e3737f795,b411647a-a044-4395-b9ce-21ba61d2dc49,0c0c761a-4d95-4133-937b-ebc79f524919,e6861c1a-756c-47c0-b10e-6bc1ab365e92,6449317a-b9fe-4e1c-a14b-2bf2e21cb72a,2026-02-12 05:00:00,2026-02-12 06:30:00,90,25.00,1,37.50,3.75,36.75,2026-02-10 05:00:00,2026-01-04 14:58:04,,,
d05aa7be-d618-4571-914b-52d3f470eb34,240213c0-e928-43a6-867d-f9243719d1d8,b411647a-a044-4395-b9ce-21ba61d2dc49,0c0c761a-4d95-4133-937b-ebc79f524919,74afea75-c3f3-4d5a-a599-e8faeb491cca,6449317a-b9fe-4e1c-a14b-2bf2e21cb72a,2026-01-06 03:00:00,2026-01-06 04:30:00,90,35.00,1,52.50,0.00,56.70,2026-01-04 03:00:00,2026-01-04 14:58:04,,,
ebcc3d8f-bff9-472b-96ed-c280373d80f7,873da3bb-2fc7-42d2-a94f-7894408b0c2f,33869224-fd18-42b2-b27c-ba6f984995b8,6f996f5c-9b87-401f-b8e3-3f3286a589f4,2e20a0e4-e83a-4e46-8c3a-fee70cd2fd06,595b4a67-966e-42b6-b52a-57d7819ecf35,2026-02-25 07:00:00,2026-02-25 09:00:00,120,25.00,1,50.00,0.00,54.00,2026-02-23 07:00:00,2026-01-04 14:58:04,,,
a70e5c07-c771-4a5b-960a-2f1e581f100d,207c3897-054e-4f23-97e3-fa0ce0d1c255,8463e550-2cb3-41a1-86f4-17ae589e073a,b7871655-3ad6-4a91-9122-c40bf86ce57a,0e0f404b-4ac8-4e48-8b40-46ab0b35f430,25404fe4-0c4d-433c-9946-04595ad991a2,2026-02-18 00:00:00,2026-02-18 02:00:00,120,25.00,1,50.00,5.00,49.00,2026-02-16 00:00:00,2026-01-04 14:58:04,,,
4924b425-1f9d-4087-956c-4b04e7ae4b64,0afa1808-3e5e-41e7-b2f1-46de039aa371,8463e550-2cb3-41a1-86f4-17ae589e073a,eab23b60-2e47-4b22-a9ad-61036724db86,cd2e65be-9426-47d6-94ed-3fca85209b58,25404fe4-0c4d-433c-9946-04595ad991a2,2026-01-27 01:00:00,2026-01-27 02:30:00,90,35.00,1,52.50,5.25,51.45,2026-01-25 01:00:00,2026-01-04 14:58:04,,,
3093c5e5-6a08-4723-81a9-c9de179b021d,bbd3f457-dc94-4caa-9cee-efcac63acec9,8463e550-2cb3-41a1-86f4-17ae589e073a,9482d0c5-1d4c-4189-8c98-45deba4320da,37c11ae2-3efa-4dfb-b5e2-ae662b77f148,25404fe4-0c4d-433c-9946-04595ad991a2,2026-01-07 01:00:00,2026-01-07 02:30:00,90,30.00,1,45.00,4.50,44.10,2026-01-05 01:00:00,2026-01-04 14:58:04,,,
67895e33-1f98-4fe8-9b09-83af3a50e365,37e1f074-0933-4f7d-a5d5-96135fe7f76e,8463e550-2cb3-41a1-86f4-17ae589e073a,b7871655-3ad6-4a91-9122-c40bf86ce57a,bc308efe-e356-49c6-95af-44f775983f45,25404fe4-0c4d-433c-9946-04595ad991a2,2026-02-26 01:00:00,2026-02-26 02:30:00,90,35.00,1,52.50,5.25,51.45,2026-02-24 01:00:00,2026-01-04 14:58:04,,,
fae94f40-7c8b-4978-ab63-d028dc1f1953,8839b4fd-7ca2-4702-aa92-4435c7647f16,b411647a-a044-4395-b9ce-21ba61d2dc49,b200245d-aec6-421e-83b7-9f2968e76d78,7865d42c-a01e-4a7c-92ea-411437c04481,6449317a-b9fe-4e1c-a14b-2bf2e21cb72a,2025-12-06 07:00:00,2025-12-06 09:00:00,120,30.00,1,60.00,0.00,64.80,2025-12-04 07:00:00,2026-01-04 14:58:04,,,
5c59eb79-0355-4777-a35f-45ec2b2bad22,edd3069c-ba35-4800-8311-b3e7d9b9af00,38838bd5-9249-449c-8118-473dec2d5057,86cbbf39-d3e3-4bee-ada9-0fa567bf5987,2ad29ee5-e26d-4b01-b01f-b91322949030,7a387614-4afe-4ca3-8b0c-996cd116a510,2026-01-16 07:00:00,2026-01-16 08:00:00,60,30.00,1,30.00,0.00,32.40,2026-01-14 07:00:00,2026-01-04 14:58:04,,,
